Weblink_to_slide_at_NHMUK_Data_Portal,IRN,ZF_PF_no.,Slide_square_no.,Genus,cf.,Species,Sub_species,Notes_on_slides,Geologic_time,Grade,No_of_individuals,Observations_M.C.Rillo.2015,Buckley_Slide_SL_no.,Former_Museum_no.,IRN_Residue_OBD,Vessel,Station_no.,Collection_date,Collection_info,Sea_Depth_meters_NOAA,Sea_Depth_meters,Sea_Depth_fathoms,Sea_Depth_feet,Tow,Sample_depth_min_cm,Sample_depth_max_cm,Lat.decimal,Long.decimal,Lat.degrees,Lat.minutes,Lat.seconds,Lat.N.S,Long.degrees,Long.minutes,Long.seconds,Long.W.E,Ocean_Sea
http://data.nhm.ac.uk/object/91b0f6c9-22ea-4f82-98f3-476d606a5fc2,5561956,71302,,Globorotalia,,"menardii, miocenica, multicamerata",,,Zone N18,,5,Did not find IRN,1263,"1968,O382",NA,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,626,629,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/f09cfddb-bbfe-460e-9ab0-fa8e0af085dc,5561957,71303,,Globorotalia,,multicamerata,,,N19 top ,,12,,1569,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/4876b1f0-958c-4e8a-9c9b-41143fd5282b,5561958,71304,,Globorotalia,,"menardii, tumida, flexuosa, multicamerata",,,N21,,32,,1596,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/6e8a3b63-68ba-42b9-911e-e00e70d7c48e,5561959,71305,,Globorotalia,,menardii,miocenica,,Pliocene,,22,,903,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,-3182,3000,1640,9840,0,625,628,21.2,-45.35,21,12,0,N,45,21,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/74d84de4-5252-4394-9250-4ff8b0261979,5561960,71306,,various,,,,Tertiary foraminifera various - see list for core localities,Tertiary,,223,,,,NA,,,NA,,NA,NA,NA,NA,0,,,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/e1180b23-716b-4bc3-90bd-eff16f9e131a,5561961,71307,,Globorotalia,,menardii,flexuosa,Lamount core,,,57,,,"1968,O416",18564,RV Vema,V 9-28,05/04/56,320 cm (sea or sample depth??),-3543,NA,NA,NA,0,,,2.9,-33.158,2,54,0,N,33,9,30,W,Atlantic ocean
http://data.nhm.ac.uk/object/d5d2b0f0-87c8-465e-af30-0ed8fdb5554a,5561962,71308,,Globorotalia,,menardii e flexuosa,,,,,27,"Residual IRN related to 1965,O40 (and not 1965,O206)",966,"1965,O206",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,80,82,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/6beee0d9-10b1-4c6d-bb27-7ca75af780c4,5561963,71309,,Globorotalia,,menardii,flexuosa,Lamount core,,,32,Did not find IRN,,,NA,,A 185-72,NA,300 cm (sea or sample depth??),NA,NA,NA,NA,0,,,NA,NA,NA,NA,NA,,NA,NA,NA,,
http://data.nhm.ac.uk/object/eef96fd2-7614-45a3-9627-459eef2330ba,5561964,71310,,Globorotalia,,anfracta,,,Zone N19,,1,,1613,"1968,O396",18544, RV Horizon, LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,465,468,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/2cfde8be-04a9-4515-854b-dc1639600c1a,5561965,71311,,Globorotalia,,anfracta?,,,N19 top ,,1,,1568,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/fdcc1085-75fc-476b-8c0c-f9a335b23b6d,5561966,71312,,Globorotalia,,"inflata, tosaensis, crassaformis",,,,,99,,1190,"1968,O239",18480,RV Argo,Dodo 57P,19/06/64,,-4291,3653,1997,11982,0,33,36,-15.66667,112.73333,15,40,0,S,112,44,0,E,Indian ocean
http://data.nhm.ac.uk/object/fd6bed78-222d-4067-ab34-4e8bb0ab9901,5561967,71313,,Globorotalia,,"tosaensis, truncatulinoides",,,Quaternary,,67,,1604,"1968,O376",18525,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,381,384,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/f41a34f1-a9a4-4050-8050-68d04c450dc1,5561968,71314,,Globorotalia,,tosaensis,,Takayanagi & Saito,,,3,sea depth 3660 m,,"1968,O289",18524,RV Argo,Dodo 57P,19/06/64,,-4291,3653,1997,11982,0,20,22,-15.66667,112.73333,15,40,0,S,112,44,0,E,Indian ocean
http://data.nhm.ac.uk/object/d7361c7b-3822-4952-8d9b-187eedba2e1d,5561969,71315,,Globorotalia,,tosaensis,,Ideotype; Takayanagi & Saito,Pliocene,,6,,,"1968,O414",18562,RV Vema,V20-163,05/09/64,From core 648 cm long,-2741,2706,1480,8880,0,101,104,-17.2,88.683,17,12,0,S,88,41,0,E,Indian ocean
http://data.nhm.ac.uk/object/07a20e40-2a15-4d69-920b-99401973e884,5561970,71316,,Globorotalia,,"inflata, tosaensis, crassaformis",,,,,51,sea depth on slide 3745 m,1191,"1968,O246",18487,RV Argo,Dodo 141G,19/09/64,,-4413,3600,1969,11814,0,103,106,-24.7,73.083,24,42,0,S,73,5,0,E,Indian ocean
http://data.nhm.ac.uk/object/0ea1e443-57e6-4d33-a887-f756e50d6c58,5561971,71317,,various,,,,see list,Pliocene,,75,,908,"1965,O38",17348,RV Vema,V 12-5,26/12/56,,-3182,3000,1640,9840,0,625,628,21.2,-45.35,21,12,0,N,45,21,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/b8f12239-acc0-4886-a174-0865a01e546e,5561972,71318,,Globorotalia,,tosaensis,,,Zone N19,,2,,1612,"1968,O394",18542,RV Horizon,LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,103,105,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/0fe4458e-54ed-40b0-9a6c-cfde0e599ba6,5561973,71319,,Globorotalia,,tosaensis,,crassaformis?,Zone N21,,12,,1198,"1968,O246",18487,RV Argo,Dodo 141G,19/09/64,,-4413,3600,1969,11814,0,103,106,-24.7,73.083,24,42,0,S,73,5,0,E,Indian ocean
http://data.nhm.ac.uk/object/9833b1fc-f3ff-4959-9a7a-0a4233b49cfb,5561974,71320,,Globigerina,,nepenthes,,Todd; Topotypes; togpochau ls donni ss. member saipan,Miocene,,13,,,"1965,O247",17204,,Locality S 621,NA,,23,NA,NA,NA,0,land,land,15.217,145.767,15,13,0,N,145,46,0,E,Saipan Island limestone
http://data.nhm.ac.uk/object/da043ddc-1a10-4d63-a2cb-b1abab2b33a9,5561975,71321,,Globigerina,,nepenthes,,,,,9,,1007,"1965,O208",17163,RV Argo,A 185-7,NA,,-2910,2470,1351,8106,0,421,422,21.11667,-72.85,21,7,0,N,72,51,0,W,Atlantic ocean near islands
http://data.nhm.ac.uk/object/7bb2d903-7532-4462-b5e2-7fd3d9cd56b1,5561976,71322,,Globigerina,,nepenthes,,(Todd),U. Miocene,,15,,1119,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/c82fd05d-3007-428b-806b-509042b17a1c,5561977,71323,,Globigerina,,nepenthes,,Todd,,+250 mu,13,,1031,"1965,O40",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,405,408,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/b2806ba5-8a52-41f7-b4dd-25d91298516f,5561978,71324,,Globigerina,,nepenthes,,,Zone N18 base,,4,,1252,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/5e44f132-0d9d-4693-8e96-a577dc5c526d,5561979,71325,,Globigerina,,"nepenthes, glutinata, cf tenellus",,,Pliocene,,37,,926,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,400,403,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/ec955d50-5c98-4184-abda-3ce9c6e27530,5561980,71326,,Globigerina,,nepenthes,,Without final chamber,U. Miocene,,8,,1125,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/5729dcd5-34b3-4397-b4d1-fbe3cf816b0f,5561981,71327,,Globigerina,,"nepenthes, apertura, obliquus, hexagona, bollii?",,,,,18,Did not find IRN,1265,"1968,O382",NA,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,626,629,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/710c50b2-6b5e-4024-9607-5f36fc415525,5561982,71328,,Globigerina,,decoraperta,,,Zone N18 base,,12,,1256,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/df6ad22a-295c-4af1-9146-3302b0ed6ad4,5561983,71329,,Globigerina,,decoraperta,,,,,11,,1605,"1968,O396",18544, RV Horizon, LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,465,468,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/e565a552-3919-45af-b9c8-db47b7601e4a,5561984,71330,,Globoquadrina,,dehiscens,,,,,10,,1249,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/d4e12eea-f023-49ef-b66f-21f6101f898d,5561985,71331,,Globoquadrina,,dehiscens,,,Quaternary - N19,,1,,1608,"1968,O392",18540,RV Horizon, LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,68,70,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/5052737f-c4c1-4eae-ad9d-656707fb4b60,5561986,71332,,Globoquadrina,,acostaensis,,,Zone N18 base,,3,,1248,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/9c621bef-e0fe-489c-89f9-47da7a442ce3,5561987,71333,,Globoquadrina,,acostaensis,,,Zone N18,,2,Did not find IRN,1264,"1968,O382",NA,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,626,629,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/0cb9cc2a-36c9-4bcb-be26-de687d4a8278,5561988,71334,,Globoquadrina,,acostaensis,,,Zone N16,,1,,1616,"1968,O389",18537,RV Spencer F. Baird,PROA 88 P,05/07/62,,-4436,NA,NA,NA,0,203,206,2.933,167.233,2,56,0,N,167,14,0,E,Pacific ocean
http://data.nhm.ac.uk/object/2c73cb57-7100-4246-8e4a-bb167ae8ee52,5561989,71335,,Globoquadrina,,humerosa,,,U. Miocene,,37,,1139,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/2b2866ea-8f37-4c50-bb18-eea225532fcf,5561990,71336,,Globoquadrina,,humerosa,,,Zone N20,,29,Slide: Long 6 4  E,1183,"1968,O243",18484,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,251,254,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/b6f3d240-cc40-4557-9505-71d67c0a41a8,5561991,71337,,Globoquadrina,,humerosa,,,Zone N19,,6,,1275,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/4cfa0b94-9ce5-405e-bd6e-ac2c0eaf3c5b,5561992,71338,,Globoquadrina,,humerosa,,,Lower N19,,4,,1468,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/3af4ac40-ddf4-42b1-a776-ee930367a581,5561993,71339,,Globoquadrina,,pseudofoliata,,,Zone N19,,4,,1278,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/91ca03fa-198c-4104-804f-7f28046d47c9,5561994,71340,,Globoquadrina,,pseudofoliata,,,Zone N20,,8,Slide: Long 6 4  E,1182,"1968,O243",18484,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,251,254,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/0833df6b-1c05-49bf-ae69-d3d38b159114,5561995,71341,,Globoquadrina,,pseudofoliata,,,Quaternary - N19,,10,,1607,"1968,O392",18540,RV Horizon,LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,68,70,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/0f8b5f7f-9c1c-4e91-afd9-97be7baef20b,5561996,71342,,Globoquadrina,,pseudofoliata,,,N19 top ,,3,,1572,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/b7b8b4cd-68a0-4324-a220-d31ffebb0481,5561997,71343,,Globoquadrina,,pseudofoliata,,,N21,,12,,1593,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/d62f595b-c103-4e73-b57d-bece4a7a9518,5561998,71344,,Globoquadrina,,pseudofoliata,,,Lower N19,,5,,1464,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/a144748b-0fbe-4d2c-ba31-4c7e4bf42dc6,5561999,71345,,Globoquadrina,,pseudofoliata,,,Zone N19,,7,,1609,"1968,O393",18541,RV Horizon,LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,89,91,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/62d18017-e046-446b-80d0-23770a23508b,5562000,71346,,Globoquadrina,,venezuelana,,see note,,,10,,,M.7487,37148,HMS Sealark,181,09/11/05,,-3507,3758,2055,12330,0,,,-7.59167,61.48333,7,35,30,S,61,29,0,E,Indian ocean
http://data.nhm.ac.uk/object/4af44f20-9d6c-4f13-83e1-dea592d0f3fe,5562001,71347,,Globoquadrina,,venezuelana,,,U. Miocene,,22,,1121,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/b722abef-850b-4383-b6be-6767760e8e0a,5562002,71348,,Globoquadrina,,venezuelana,,,Zone N18 base,,15,,1242,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/bac34aac-334f-4980-a531-c29b69ca0666,5562003,71349,,Globoquadrina,,venezuelana,,,Pliocene,,18,,916,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,400,403,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/0e8ff816-c08e-4c37-bc8a-6485b34ce417,5562004,71350,,Globoquadrina,,venezuelana,,,Lower N19,,1,,1470,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/ba1cd048-1f02-4a30-9505-a7cdc2aec7e1,5562005,71351,,Globoquadrina,,venezuelana,,(Hedberg),Zone N19,,6,,1272,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/239c2f02-6bdb-455f-b312-56e363191fa4,5562006,71352,,Globoquadrina,,venezuelana,,,N21,,11,,1594,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/d5c7c1b9-5061-4cd8-ac15-cf34d21b4780,5562007,71353,,Globoquadrina,,venezuelana,,,N19 top ,,11,,1573,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/b4e8051a-96dd-4757-8012-72b94f723078,5562008,71354,,Globoquadrina,,"altispira, hexagona,inflata, hirsuta",,,Pleistocene Gunz,,8,Sample depth: 555-558?,826,"1965,O40",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,55,58,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/2375a3b1-efca-4c8c-a811-248c193a712e,5562009,71355,,various,,,,,Pliocene,,44,,846,"1965,O40",17371,RV Vema,V 16-21,09/11/59,,-3881,3795,2075,12450,0,405,408,17.275,-48.41667,17,16,30,N,48,25,0,W,Atlantic ocean
http://data.nhm.ac.uk/object/dfa95803-65ba-437d-9283-4a1cdc34b925,5562010,71356,,Globoquadrina,,altispira,,alt. (?),Pliocene,,40,,917,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,400,403,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/9aa941df-c52a-4aee-b040-f88749ace659,5562011,71357,,Globoquadrina,,altispira cf. globosa,,,Pliocene,,5,,918,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,-4123,3380,1848,11088,0,400,403,-9.75,-34.4,9,45,0,S,34,24,0,W,Atlantic ocean near Brazil
http://data.nhm.ac.uk/object/7bb38647-0be5-446b-98a9-e721ab5142d1,5562012,71358,,Globoquadrina,,altispira,,,,,25,,1016,"1965,O208",17163,RV Argo,A 185-7,NA,,-2910,2470,1351,8106,0,421,422,21.11667,-72.85,21,7,0,N,72,51,0,W,Atlantic ocean near islands
http://data.nhm.ac.uk/object/a81a1b63-7461-4a28-9a1d-2dd25a747572,5562013,71359,,Globoquadrina,,altispira,,,U. Miocene,,17,,1120,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/03ec8e76-fed3-48f3-b106-cc1a02a8a9da,5562014,71360,,Globoquadrina,,altispira,,Cashman & Jarvis,Zone N19,,5,,1279,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/65150eef-f510-4885-8234-de6653127307,5562015,71361,,Globoquadrina,,altispira,,,Lower N19,,6,,1467,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/e61582ba-bab0-4f24-b541-49c065290910,5562016,71362,,Globoquadrina,,altispira,,,N19 top ,,2,,1582,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/80860f47-bdc4-4080-843f-841f21a4c917,5562017,71363,,Globoquadrina,,altispira,,,N21,,8,,1587,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/6921d99f-c7f0-4a3d-a1f9-af3c0bbeccb8,5562018,71364,,Pulleniatina,,spectabilis,,Paratypes; Parker,,,4,,,"1966,O44",18019, RV Horizon,LSDH 78 P,NA,,-3244,3208,1754,10524,0,150,153,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/95f7112e-659a-4399-8285-a149f199182f,5562019,71365,,Pulleniatina,,spectabilis,,,N19 top ,,7,,1579,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/017991b1-abfb-4a46-b5ed-968fd859c061,5562020,71366,,Pulleniatina,,spectabilis,,,Zone N19,,16,,1611,"1968,O394",18542,RV Horizon,LSDH 78 P,13/01/63,,-3244,3208,1754,10524,0,103,105,-4.517,168.033,4,31,0,S,168,2,0,E,Pacific ocean
http://data.nhm.ac.uk/object/9c93d7c2-c861-471c-8b1c-fde37307329b,5562021,71367,,Pulleniatina,,primalis,,,Zone N20,,17,Slide: Long 6 4  E,1181,"1968,O243",18484,RV Argo,Dodo 117 P,18/06/64,Piston core,-3407,3398,1858,11148,0,251,254,-18.35,62.06667,18,21,0,S,62,4,0,E,Indian ocean
http://data.nhm.ac.uk/object/1c9315fd-c032-4c8f-94ad-0018f2120a15,5562022,71368,,Pulleniatina,,"obliquiloculata, primalis",,,N21,,19,,1589,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/3e6211ec-2356-43f5-b71d-69c795104355,5562023,71369,,Pulleniatina,,primalis,,Barnes & Blow,Zone N19,,7,,1273,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,575,578,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/2a8428e3-8778-44d6-91bf-3285db807d89,5562024,71370,,Pulleniatina,,primalis,,Barnes & Blow,Zone N18,,7,Did not find IRN,1268,"1968,O382",NA,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,626,629,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/0f15fd2d-37d8-4fef-9cf3-16ad502a7b68,5562025,71371,,Pulleniatina,,primalis,,,Zone N18 base,,7,,1255,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/a3124f36-592d-4b67-8459-7eebf8bcd144,5562026,71372,,Pulleniatina,,primalis,,,Lower N19,,3,,1461,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/f6c256a1-0c49-4b89-9901-4f356c8d9e30,5562027,71373,,Pulleniatina,,obliquiloculata cf. primalis,,,N19 top ,,5,,1583,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/1f0ca393-8052-48e9-b447-5751e4cc84d7,5562028,71374,,Globigerinoides,,bollii,,,Zone N18 base,,5,,1244,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/16bbd5bd-21c7-4c7e-823b-db040ee5a3fd,5562029,71375,,Globigerinoides,,bollii,,,Lower N19,,6,,1466,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,544,546,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/3d0d1bc9-12f6-480b-a6ea-4c9f324a488c,5562030,71376,,Globigerinoides,,bollii,,,N19 top ,,3,,1574,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,503,505,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/4c6eb264-83db-495c-9ab1-9aee95f6f180,5562031,71377,,Globigerinoides,,obliquus,,,Zone N18 base,,1,,1246,"1968,O384",18532,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,789,791,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
http://data.nhm.ac.uk/object/7a4aefcc-b97a-4679-af27-ca9cdf3a0b1c,5562032,71378,,Globigerinoides,,"obliquus, bollii",,?,U. Miocene,,11,,1138,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,-1134,NA,NA,NA,0,,,28.5,-77.51667,28,30,0,N,77,31,0,W,Atlantic ocean near coast
http://data.nhm.ac.uk/object/6a435fa5-b3eb-4ecc-972b-f0be40aec092,5562033,71379,,Globigerinoides,,"ruber, obliquus, bollii",,,N21,,54,,1601,"1968,O378",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,-3735,3400,1859,11154,0,488,490,-14.26667,-119.18333,14,16,0,S,119,11,0,W,Pacific ocean
