IRN,ZF/PF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,Observations Marina,Buckley Slide/SL,Museum no.,Vessel,Station no.,Collection date,Residue OBD IRN,Collection info,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),tow,Sample depth MIN (cm),Sample depth MAX (cm),Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5562014,71360,,Globoquadrina,,altispira,,Cashman & Jarvis,Zone N19,,5,,1279,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562015,71361,,Globoquadrina,,altispira,,,Lower N19,,6,,1467,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562016,71362,,Globoquadrina,,altispira,,,N19 top ,,2,,1582,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562017,71363,,Globoquadrina,,altispira,,,N21,,8,,1587,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562018,71364,,Pulleniatina,,spectabilis,,Paratypes; Parker,,,4,,,"1966,O44", RV Horizon,LSDH 78 P,,18019,,,3208,1754,,,150,153,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5562019,71365,,Pulleniatina,,spectabilis,,,N19 top ,,7,,1579,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562020,71366,,Pulleniatina,,spectabilis,,,Zone N19,,16,,1611,"1968,O394",RV Horizon,LSDH 78 P,13/01/63,18542,,,3208,1754,,,103,105,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5562021,71367,,Pulleniatina,,primalis,,,Zone N20,,17,Slide: Long 6 4  E,1181,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562022,71368,,Pulleniatina,,"obliquiloculata, primalis",,,N21,,19,,1589,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562023,71369,,Pulleniatina,,primalis,,Barnes & Blow,Zone N19,,7,,1273,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562024,71370,,Pulleniatina,,primalis,,Barnes & Blow,Zone N18,,7,Did not find IRN,1268,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562025,71371,,Pulleniatina,,primalis,,,Zone N18 base,,7,,1255,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562026,71372,,Pulleniatina,,primalis,,,Lower N19,,3,,1461,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562027,71373,,Pulleniatina,,obliquiloculata cf. primalis,,,N19 top ,,5,,1583,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562028,71374,,Globigerinoides,,bollii,,,Zone N18 base,,5,,1244,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562029,71375,,Globigerinoides,,bollii,,,Lower N19,,6,,1466,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562030,71376,,Globigerinoides,,bollii,,,N19 top ,,3,,1574,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562031,71377,,Globigerinoides,,obliquus,,,Zone N18 base,,1,,1246,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562032,71378,,Globigerinoides,,"obliquus, bollii",,?,U. Miocene,,11,,1138,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562033,71379,,Globigerinoides,,"ruber, obliquus, bollii",,,N21,,54,,1601,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562034,71380,,Globigerinoides,,"obliquus, bollii, elongatus",,,U. Miocene,,36,,1137,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562035,71381,,Globigerinoides,,obliquus,,,N19 top ,,8,,1570,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562036,71382,,Globigerinoides,,sacculifera fistulosa,,Schubert; Refer to Todd U.S.G.S. Prof. Paper 260-cc,Early Pliocene,,2,,,"1,963,611",,Core 4,,16479,Guyot SW of Eniwetok Atoll Marshall ,,1829,1000,,,10,10,10,18,0,N,162,6,0,E,10.3,162.1,Pacific ocean
5562037,71383,,Globigerinoides,,mitra,,Topotypes; Todd,Miocene,,4,,,"1965,O248",,Locality S 621,,17205,Tagpochau Island Donni ss. Mebmber,,,,,,land,land,15,13,0,N,145,46,0,E,15.217,145.767,Saipan Island limestone
5562038,71384,,Globigerinoides,,mitra,,Todd,,+250 mu,8,,1032,,,Core V12-5,,,,,,,,,728,729,,,,,,,,,,,
5562039,71385,,various,,,,Pliocene,,,41,,922,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562040,71386,,Globigerinoides,,mitra,,Todd,U. Miocene,,15,,1135,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562041,71387,,Sphaeroidinella,,subdehiscens,,,Zone N18 base,,7,,1251,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562042,71388,,Sphaeroidinella,,subdehiscens,,,Lower N19,,4,,1459,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562043,71389,,Sphaeroidinella,,subdehiscens,,,,,5,,1474,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562044,71390,,Sphaeroidinella,,"subdehiscens, dehiscens, seminulina",,,N19 top ,,6,,1576,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562045,71391,,Sphaeroidinella,,"subdehiscens, dehiscens, seminulina",,,N21,,31,,1597,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562046,71392,,Sphaeroidinella,,seminulina,,,Zone N18 base,,5,,1254,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562047,71393,,Sphaeroidinella,,"seminulina, dehiscens",,,U. Miocene,,48,,1127,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562048,71394,,Sphaeroidinella,,seminulina,,,Zone N18,,2,Did not find IRN,1261,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562049,71395,,Sphaeroidinella,,seminulina,,,Lower N19,,6,,1460,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562050,71396,,Globanomalina,,praepumilio,,?pumilio 1178 zone N21,,,11,Slide: Long 6 4  E,1177,,RV Argo,Dodo 117 P,18/06/64,,Piston core,,3398,1858,,,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562051,71397,,Globanomalina,,praepumilio,,,Zone N20,,11,Slide: Long 6 4  E,1186,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562052,71398,,unknowns Pleistocene,,,,,Pleistocene Gunz,,5,,883,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,,3000,1640,,,545,548,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5562053,71399,,unknowns Pleistocene,,,,,,,3,,975,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,151,152,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562054,71400,,unknowns Pleistocene,,,,,,,12,,1230,"1968,O404",RV Chain / CH61,171,06/12/66,18552,Piston core,,4517,2470,,,465,465,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562055,71401,,unknowns Pleistocene,,,,,,,5,,1281,"1968,O244",RV Argo,DODO 141 G,19/09/64,18485,,,3600,1969,,,2,6,24,42,0,S,73,5,0,E,-24.7,73.083,Indian ocean
5562056,71402,,unknowns Pleistocene,,,,,Quaternary - N19,,8,,1606,"1968,O392",RV Horizon,LSDH 78 P,13/01/63,18540,,,3208,1754,,,68,70,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5562057,71403,,unknows Pliocene,,,,,,,11,,1004,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562058,71404,,unknows Pliocene,,,,,,,23,,5241,M.5241,HMS Penguin,5,16/04/1891,36043,,,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5562059,71405,,unknows Pliocene,,,,,,127-250 mu,9,,907,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5562060,71406,,unknows Pliocene,,,,,,,5,,948,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562061,71407,,unknows Pliocene,,,,,,127-250 mu,9,,1006,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562062,71408,,unknows Pliocene,,,,Biorbulina,,,11,,1017,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,421,422,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562063,71409,,unknows Pliocene,,,,,,,52,,1066,"1965,O203",RV Vema,V 3-153,,17162,,,970,530,,,500,500,28,24,0,N,77,56,0,W,28.4,-77.93333,Atlantic ocean near coast
5562064,71410,,unknows Pliocene,,,,,Zone N21,,3,Slide: Long 6 4  E,1176,"1968,O242",RV Argo,Dodo 117 P,18/06/64,18483,Piston core,,3398,1858,,,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562065,71411,,unknows Pliocene,,,,,Zone N20,,3,Slide: Long 6 4  E,1184,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562066,71412,,unknows Pliocene,,,,,,,11,,1001,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562067,71413,,unknows Pliocene,,,,,,,31,smaller species,1215,"1968,O408",RV Chain / CH61,171,06/12/66,18556,Piston core,,4517,2470,,,520,520,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562068,71414,,unknows Pliocene,,,,Globigerinoides?,,,6,,1220,"1968,O410",RV Chain / CH61,171,06/12/66,18558,Piston core,,4517,2470,,,540,540,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562069,71415,,unknows Pliocene,,,,,,,6,,1225,"1968,O412",RV Chain / CH61,171,06/12/66,18560,Piston core,,4517,2470,,,600,600,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562070,71416,,unknows Pliocene,,,,,,,5,,1217,"1968,O406",RV Chain / CH61,171,06/12/66,18554,Piston core,,4517,2470,,,500,500,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562071,71417,,unknows Pliocene,,,,Globigerinoides?,,,5,,1213,"1968,O408",RV Chain / CH61,171,06/12/66,18556,Piston core,,4517,2470,,,520,520,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562072,71418,,unknows Pliocene,,,,,N21,,5,,1592,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562073,71419,,unknows Pliocene,,,,Globigerinoides?,,,11,,1214,"1968,O409",RV Chain / CH61,171,06/12/66,18557,Piston core,,4517,2470,,,530,530,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562074,71420,,unknows Pliocene,,,,,,,4,,1216,"1968,O410",RV Chain / CH61,171,06/12/66,18558,Piston core,,4517,2470,,,540,540,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562075,71421,,unknows Pliocene,,,,,N19 top ,,20,,1581,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562076,71422,,unknows Pliocene,,,,,Zone N20,,4,Slide: Long 6 4  E,1188,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5562077,71423,,unknows Pliocene,,,,Globorotalia crassule?,N21,,1,,1600,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562078,71424,,unknows Pliocene,,,,,N21,64-250 mu,19,,1602,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562079,71425,,unknows Pliocene,,,,,Zone N19,,8,,1610,"1968,O394",RV Horizon,LSDH 78 P,13/01/63,18542,,,3208,1754,,,103,105,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5562080,71426,,unknows Miocene,,,,,U. Miocene,,8,,1134,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562081,71427,,unknows Miocene,,,,,,,6,,1219,"1968,O411",RV Chain / CH61,171,06/12/66,18559,Piston core,,4517,2470,,,580,580,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562082,71428,,unknows Miocene,,,,,,,3,,1258,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562083,71429,,unknows Miocene,,,,Orbulina sp.,U. Miocene,,13,,1132,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562084,71430,,unknows Miocene,,,,,U. Miocene,,7,,1136,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562085,71431,,unknows Miocene,,,,,Zone N18,,2,,1259,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562086,71432,,unknows Miocene,,,,,Zone N18,,2,,1260,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562087,71433,,unknows Miocene,,,,Globorotalia?,,,3,,1218,"1968,O407",RV Chain / CH61,171,06/12/66,18555,Piston core,,4517,2470,,,510,510,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562088,71434,,unknows Miocene,,,,,Zone N18,,17,Did not find IRN,1268,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562089,71435,,unknows Miocene,,,,,Zone N18,,5,Did not find IRN,1267,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562090,71436,,Oligocene foraminifera,,,,,U. Oligocene,+64 mu,164,,1064,"1,964,591",RV Spencer F. Baird,DWGB 10,30/10/57,16969,,,4340,2373,,,3,10,6,54,0,N,131,0,0,W,6.9,-131,Pacific ocean
5562091,71437,,Oligocene foraminifera,,,,,Oligocene,,127,,1063,"1,964,596",RV Horizon,MP 5-1,05/08/50,16974,,,,,,,9,16,14,22,24,N,133,6,42,W,14.373,-133.112,Pacific ocean
5562092,71438,,Globorotalia,,"truncatulinoides, sp.",,,,,55,,1685,"1972,O633",RV Vema,V 22-109,06/04/66,19790,,,,,,,Top of the core,0,41,58,0,S,0,15,0,W,-41.967,-0.25,Atlantic ocean
5562093,71439,,Globorotalia,,inflata,,,,,44,Museum no. different than Station no. ,1697,"1972,O645",,V 22-109,06/04/66,19803,,,,,,,100,100,41,58,0,S,0,15,0,W,-41.967,-0.25,Atlantic ocean
5562094,71440,,Globorotalia,,"truncatulinoides, sp.",,,,,58,Museum no. different than Station no. ,1694,"1972,O645",,V 22-109,06/04/66,19803,,,,,,,100,100,41,58,0,S,0,15,0,W,-41.967,-0.25,Atlantic ocean
5562095,71441,,Globorotalia,,crassaformis-tosaensis-truncatulinoides,,,,,121,Museum no. different than Station no. ,1698,"1972,O647",,V 22-109,,19805,,,,,,,110,110,,,,,,,,,,,
5562096,71442,,various,,,,(additional piece of paper with species notes),,,67,(additional piece of paper with species notes),,"1968,O415",RV Vema,V 20-163,05/09/64,18563,,,2706,1480,,,101,104,17,12,0,S,88,41,0,E,-17.2,88.683,Indian ocean
5562097,71443,,bentonic forams ,,,,C17,,,75,,,,,,,,,,,,,,0-0.5 ; 10-12,,,,,,,,,,,,
5562098,71444,,bentonic forams ,,,,C17,,,70,,,,,,,,,,,,,,19-20 ; 31.5-32.5,,,,,,,,,,,,
5562099,71445,,bentonic forams ,,,,C17,,,46,,,,,,,,,,,,,,38-39 ; 50-51,,,,,,,,,,,,
5562100,71446,,bentonic forams ,,,,C17,,,63,,,,,,,,,,,,,,59-60 ; 69-70,,,,,,,,,,,,
5562101,71447,,bentonic forams ,,,,C17,,,44,,,,,,,,,,,,,,79-80 ; 100-101,,,,,,,,,,,,
5562102,71448,,bentonic forams ,,,,C17 ; approx in proportions(?),,,71,,,,,,,,,,,,,,126,127,,,,,,,,,,,
5562103,71449,,bentonic forams ,,,,C17 ; representative species (not all mounted),,,63,,,,,,,,,,,,,,116,117.5,,,,,,,,,,,
5562104,71450,,bentonic forams ,,,,10.5.84,,+250 mu,20,,,"1,958,631",HMS Owen,,22/05/58,14259,,,,,,,0,1,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562105,71451,,bentonic forams ,,,,15.5.84,,+250 mu,24,,,,,,,,,,,,,,5,6,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562106,71452,,bentonic forams ,,,,10.5.84,,+250 mu,31,,,,,,,,,,,,,,8,10,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562107,71453,,bentonic forams ,,,,10.5.84,,+250 mu,17,,,,,,,,,,,,,,12,13,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562108,71454,,bentonic forams ,,,,10.5.84,,+250 mu,12,,,,,,,,,,,,,,16.5,17.5,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562109,71455,,bentonic forams ,,,,10.5.84,,+250 mu,11,,,,,,,,,,,,,,20,21,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562110,71456,,bentonic forams ,,,,10.5.84,,+250 mu,30,,,,,,,,,,,,,,24,26,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562111,71457,,bentonic forams ,,,,10.5.84,,+250 mu,29,,,,,,,,,,,,,,30,31,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562112,71458,,bentonic forams ,,,,11.5.84,,+250 mu,121,,,,,,,,,,,,,,35.5,36.5,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562113,71459,,bentonic forams ,,,,14.5.84,,+250 mu,155,,,,,,,,,,,,,,40,42,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562114,71460,,bentonic forams ,,,,15.5.84,,+250 mu,153,,,,,,,,,,,,,,44,45,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562115,71461,,bentonic forams ,,,,17.5.84,,+250 mu,140,,,,,,,,,,,,,,50,52,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562116,71462,,bentonic forams ,,,,17.5.84 ; 1 of 2,,+250 mu,51,,,,,,,,,,,,,,58,60,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562117,71463,,bentonic forams ,,,,17.5.84 ; 2 of 2,,+250 mu,45,,,,,,,,,,,,,,58,60,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562118,71464,,bentonic forams ,,,,17.5.84,,+250 mu,46,,,,,,,,,,,,,,63,64,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562119,71465,,bentonic forams ,,,,17.5.84,,+250 mu,39,,,,,,,,,,,,,,63,64,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562120,71466,,bentonic forams ,,,,18.5.84,,+250 mu,64,,,,,,,,,,,,,,67,68,36,32,36,N,13,5,30,E,36.543,13.092,Mediterranean sea
5562121,71467,left,Candeina,,zeocenica,,J41/f8001A ; F25462,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,71467,right,Candeina,,zeocenica,,J31/f72 ; F24197,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5562122,71468,,Orbulinidae,,,,,Pliocene,,15,(slide is in the 'unknowns Pliocene' drawer),921,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562123,71469,,various,,,,Slide 2,,,62,,,"1968,O403",RV Chain / CH61,171,06/12/66,18551,Piston core,,4517,2470,,,430,430,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5562124,71470,,Globigerinoides,,sacculifera,,(slide is in the G. sacculifera drawer),,,0,,,,Anton Bruun (A.B.) cruise 2,"Stn 139, no. 796",12/07/63,18719,,,0-250,,,1,tow,tow,8,37,0,S,79,34,0,E,-8.61667,79.56667,Indian ocean
5562125,71471,,Globoquadrina,,venezuelana,,Hedberg ,Zone N18,,8,Did not find IRN,1262,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562126,71472,,Globorotalia,,fohsi,barisanensis,Le Roy,"Bissex Hill, Barbados",,7,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562127,71473,,Globorotalia,,fohsi,barisanensis,Le Roy,"Bissex Hill, Barbados",,5,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562128,71474,,Globigerinella,,aequilateralis,,Brady,"Bissex Hill, Barbados",,1,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562129,71475,,Globorotalia,,mayeri,,Cushman & Ellisor,"Bissex Hill, Barbados",,22,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562130,71476,,Globigerinatella,,insueta,,Chapman & Stainforth,"Bissex Hill, Barbados",,9,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562131,71477,,Globoquadrina,,venezuelana,,Hedberg ,"Bissex Hill, Barbados",,20,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562132,71478,,Globoquadrina,,altispira,,Cushman & Jarvis,"Bissex Hill, Barbados",,24,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562133,71479,,Globoquadrina,,hexagona,,Natland,"Bissex Hill, Barbados",,4,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562134,71480,,"Globigerinoides, Particulesphaera(?)",,,,,"Bissex Hill, Barbados",,110,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
5562135,71481,,Globorotalia,,scitula,praescitula,Blow,"Bissex Hill, Barbados",,8,,,,,,,,,,,,,,land,land,13,13,15,N,59,33,18,W,13.221083,-59.555147,"Bissex Hill, Barbados"
