IRN,BM no.: (Registration)/BM Number: (BM Number),Quantity: (Sample Information),Object
11881,"BM.1980,O92",,"BM.1980,O92, 44, HMS Hydra, 04/06/1980, 55 23  N; 8 16 22 W; Northeast Atlantic Ocean, underway sampler"
20872,"BM.1975,O429",,"BM.1975,O429, 159, KD Mahamiru, 18/08/1969, 3 48 21 N; 103 20 45 E; Western Central Pacific Ocean, Shipek grab"
20873,"BM.1975,O43",,"BM.1975,O43, 41, HMS Bulldog, 10/10/1974, 50 20 54 N; 0 22 42 E; Northeast Atlantic Ocean, Underway sampler"
20874,"BM.1975,O430",,"BM.1975,O430, 160, KD Mahamiru, 18/08/1969, 3 48 3 N; 103 20 57 E; Western Central Pacific Ocean, Shipekgrab"
20875,"BM.1975,O431",,"BM.1975,O431, 161, KD Mahamiru, 18/08/1969, 3 46 39 N; 103 22  E; Western Central Pacific Ocean, Shhipek grab"
20876,"BM.1975,O432",,"BM.1975,O432, 162, KD Mahamiru, 18/08/969, 3 47 24 N; 103 22 48 E; Western Central Pacific Ocean, Shipek grab"
20877,"BM.1975,O433",,"BM.1975,O433, 163, KD Mahamiru, 18/08/1969, 3 46 12 N; 103 22 42 E; Western Central Pacific Ocean, Shipek grab"
20878,"BM.1975,O434",,"BM.1975,O434, 164, KD Mahamiru, 18/08/1969, 3 44  N; 103 22 42 E; Western Central Pacific Ocean, Shipek grab"
20879,"BM.1975,O435",,"BM.1975,O435, 165, KD Mahamiru, 18/08/1969, 3 43 18 N; 103 22 42 E; Western Central Pacific Ocean, Shipek grab"
20880,"BM.1975,O436",,"BM.1975,O436, 166, KD Mahamiru, 18/08/1969, 3 41 24 N; 103 22 42 E; Western Central Pacific Ocean, Shipek grab"
20881,"BM.1975,O437",,"BM.1975,O437, 167, KD Mahamiru, 18/08/1969, 3 39 42 N; 103 22 48 E; Western Central Pacific Ocean, Shipek grab"
20882,"BM.1975,O438",,"BM.1975,O438, 168, KD Mahamiru, 19/08/1969, 3 53 42 N; 103 54 48 E; Western Central Pacific Ocean, Shipek grab"
20883,"BM.1975,O439",,"BM.1975,O439, 169, KD Mahamiru, 19/08/1969, 3 56 24 N; 103 45 48 E; Western Central Pacific Ocean, Shipek grab"
20884,"BM.1975,O44",,"BM.1975,O44, 42, HMS Bulldog, 10/10/1974, 50 20 45 N; 0 32 36 E; Northeast Atlantic Ocean, Underway sampler"
20885,"BM.1975,O440",,"BM.1975,O440, 170, KD Mahamiru, 19/08/1969, 3 56  N; 103 50  E; Western Central Pacific Ocean, Shipek grab"
20886,"BM.1975,O441",,"BM.1975,O441, 171, KD Mahamiru, 19/08/1969, 3 53  N; 103 52 18 E; Western Central Pacific Ocean, Shipek grab"
20887,"BM.1975,O442",,"BM.1975,O442, 172, KD Mahamiru, 20/08/1969, 3 4  N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20888,"BM.1975,O443",,"BM.1975,O443, 173, KD Mahamiru, 20/08/1969, 2 53 54 N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20889,"BM.1975,O444",,"BM.1975,O444, 174, KD Mahamiru, 20/08/1969, 2 47 48 N; 104 23 24 E; Western Central Pacific Ocean, Shipek grab"
20890,"BM.1975,O445",,"BM.1975,O445, 175, KD Mahamiru, 20/08/1969, 2 41 54 N; 104 23 18 E; Western Central Pacific Ocean, Shipek grab"
20891,"BM.1975,O446",,"BM.1975,O446, 176, KD Mahamiru, 20/08/1969, 2 35 48 N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20892,"BM.1975,O447",,"BM.1975,O447, 177, KD Mahamiru, 20/08/1969, 2 35 18 N; 104 20 36 E; Western Central Pacific Ocean, Shipek grab"
20893,"BM.1975,O448",,"BM.1975,O448, 178, KD Mahamiru, 20/08/1969, 2 28 6 N; 104 30 24 E; Western Central Pacific Ocean, Shipek grab"
20894,"BM.1975,O449",,"BM.1975,O449, 179, KD Mahamiru, 20/08/1969, 2 28 24 N; 104 31 24 E; Western Central Pacific Ocean, Shipek grab"
20895,"BM.1975,O45",,"BM.1975,O45, 43, HMS Bulldog, 10/10/1974, 50 19  N; 0 31 24 E; Northeast Atlantic Ocean, Underway sampler"
20896,"BM.1975,O450",,"BM.1975,O450, 180, KD Mahamiru, 20/08/1969, 2 27 24 N; 104 32 42 E; Western Central Pacific Ocean, Shipek grab"
20897,"BM.1975,O451",,"BM.1975,O451, 181, HMS Dampier, 20/08/1969, 2 25 24 N; 104 32 6 E; Western Central Pacific Ocean, Shipek grab"
20898,"BM.1975,O452",,"BM.1975,O452, 182, KD Mahamiru, 20/08/1969, 2 24 12 N; 104 30 48 E; Western Central Pacific Ocean, Shipek grab"
20899,"BM.1975,O453",,"BM.1975,O453, 183, KD Mahamiru, 20/08/1969, 2 26 6 N; 104 30 54 E; Western Central Pacific Ocean, Shipek grab"
20900,"BM.1975,O454",,"BM.1975,O454, 184, KD Mahamiru, 20/08/1969, 2 27  N; 104 29 36 E; Western Central Pacific Ocean, Shipek grab"
20901,"BM.1975,O455",,"BM.1975,O455, 186, KD Mahamiru, 20/08/1969, 2 29 48 N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20902,"BM.1975,O456",,"BM.1975,O456, 187, KD Mahamiru, 20/08/1969, 2 23 36 N; 104 23  E; Western Central Pacific Ocean, Shipek grab"
20903,"BM.1975,O457",,"BM.1975,O457, 188, KD Mahamiru, 20/08/1969, 2 17 42 N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20904,"BM.1975,O458",,"BM.1975,O458, 189, KD Mahamiru, 20/08/1969, 2 11 54 N; 104 23 12 E; Western Central Pacific Ocean, Shipek grab"
20905,"BM.1975,O459",,"BM.1975,O459, 190, KD Mahamiru, 20/08/1969, 2 12 6 N; 104 28 6 E; Western Central Pacific Ocean, Shipek grab"
20906,"BM.1975,O46",,"BM.1975,O46, 110, HMS Beagle, 22/09/1974, 50 36 36 N; 0 14 39 E; Northeast Atlantic Ocean, Underway sampler"
20907,"BM.1975,O460",,"BM.1975,O460, 192, KD Mahamiru, 20/08/1969, 2 22 18 N; 104 29  E; Western Central Pacific Ocean, Shipek grab"
20908,"BM.1975,O461",,"BM.1975,O461, 193, KD Mahamiru, 20/08/1969, 2 21 48 N; 104 29 48 E; Western Central Pacific Ocean, Shipek grab"
20909,"BM.1975,O462",,"BM.1975,O462, 194, KD Mahamiru, 20/08/1969, 2 23 24 N; 104 30 42 E; Western Central Pacific Ocean, Shipek grab"
20910,"BM.1975,O463",,"BM.1975,O463, 195, KD Mahamiru, 20/08/1969, 2 25 18 N; 104 31 30 E; Western Central Pacific Ocean, Shipek grab"
20911,"BM.1975,O464",,"BM.1975,O464, 196, KD Mahamiru, 20/08/1969, 2 26 48 N; 104 32 42 E; Western Central Pacific Ocean, Shipek grab"
20912,"BM.1975,O465",3 b,"BM.1975,O465, 197, KD Mahamiru, 20/08/1969, 2 24 48 N; 104 2 36 E; Western Central Pacific Ocean, Shipek grab"
20913,"BM.1975,O466",2 b,"BM.1975,O466, 198, KD Mahamiru, 20/08/1969, 2 22 24 N; 104 2 18 E; Western Central Pacific Ocean, Shipek grab"
20914,"BM.1975,O467",2 b,"BM.1975,O467, 199, KD Mahamiru, 20/08/1969, 2 13 36 N; 104 6 12 E; Western Central Pacific Ocean, Shipek grab"
20915,"BM.1975,O468",3 b,"BM.1975,O468, 200, KD Mahamiru, 20/08/1969, 2 8 12 N; 104 8 36 E; Western Central Pacific Ocean, Shipek grab"
20916,"BM.1975,O469",2 b,"BM.1975,O469, 201, KD Mahamiru, 20/08/1969, 2 5 36 N; 104 9 48 E; Western Central Pacific Ocean, Shipek grab"
20917,"BM.1975,O47",,"BM.1975,O47, 111, HMS Beagle, 22/09/1974, 50 37 24 N; 0 23 7 E; Northeast Atlantic Ocean, Underway sampler"
20918,"BM.1975,O470",3 b,"BM.1975,O470, 202, KD Mahamiru, 20/08/1969, 2 2 42 N; 104 11 6 E; Western Central Pacific Ocean, Shipek grab"
20919,"BM.1975,O471",3 b,"BM.1975,O471, 203, KD Mahamiru, 20/08/1969, 1 59  N; 104 12 30 E; Western Central Pacific Ocean, Shipek grab"
20920,"BM.1975,O472",,"BM.1975,O472, PC 1, KD Kerambit, 02/08/1969, 3 46 18 N; 103 22 6 E; Western Central Pacific Ocean, Shipek grab"
20921,"BM.1975,O473",,"BM.1975,O473, PC 2, KD Kerambit, 02/08/1969, 3 39  N; 103 25 12 E; Western Central Pacific Ocean, Shipek grab"
20922,"BM.1975,O474",,"BM.1975,O474, PC 3, KD Kerambit, 02/08/1969, 3 44  N; 103 25 30 E; Western Central Pacific Ocean, Shipek grab"
20923,"BM.1975,O475",,"BM.1975,O475, PC 4, KD Kerambit, 02/08/1969, 3 49  N; 103 25 12 E; Western Central Pacific Ocean, Shipek grab"
20924,"BM.1975,O476",,"BM.1975,O476, PC 5, KD Kerambit, 02/08/1969, 3 54 12 N; 103 27 54 E; Western Central Pacific Ocean, Shipek grab"
20925,"BM.1975,O477",,"BM.1975,O477, PC 6, KD Kerambit, 02/08/1969, 3 52 12 N; 103 29 6 E; Western Central Pacific Ocean, Shipek grab"
20926,"BM.1975,O478",,"BM.1975,O478, C 1, Jalanidhi, 15/04/1971, 3 48 0 N; 104 8 30 E; Western Central Pacific Ocean, Gravity corer"
20927,"BM.1975,O479",,"BM.1975,O479, G 1, Jalanidhi, 15/04/1971, 3 50 0 N; 104 8 30 E; Western Central Pacific Ocean, Shipek grab"
20928,"BM.1975,O48",,"BM.1975,O48, 112, HMS Beagle, 22/09/1974, 50 37 51 N; 0 25 6 E; Northeast Atlantic Ocean, Underway sampler"
20929,"BM.1975,O480",,"BM.1975,O480, G 2, Jalanidhi, 15/04/1971, 3 52 0 N; 104 8 30 E; Western Central Pacific Ocean, Shipek grab"
20930,"BM.1975,O481",,"BM.1975,O481, C 2, Jalanidhi, 15/04/1971, 3 54 0 N; 104 8 30 E; Western Central Pacific Ocean, Gravity corer"
20931,"BM.1975,O482",,"BM.1975,O482, G 3, Jalanidhi, 15/04/1971, 3 56 0 N; 104 8 30 E; Western Central Pacific Ocean, Shipek grab"
20932,"BM.1975,O483",,"BM.1975,O483, G 4, Jalanidhi, 15/04/1971, 3 58 0 N; 104 8 30 E; Western Central Pacific Ocean, Shipek grab"
20933,"BM.1975,O484",,"BM.1975,O484, C 3, Jalanidhi, 15/04/1971, 4 0 0 N; 104 7 50 E; Western Central Pacific Ocean, Gravity corer"
20934,"BM.1975,O485",,"BM.1975,O485, C 4, Jalanidhi, 15/04/1971, 4 3 42 N; 104 7 30 E; Western Central Pacific Ocean, Gravity corer"
20935,"BM.1975,O486",,"BM.1975,O486, G 7, Jalanidhi, 15/04/1971, 4 3 42 N; 104 6 12 E; Western Central Pacific Ocean, Shipek grab"
20936,"BM.1975,O487",,"BM.1975,O487, G 8, Jalanidhi, 15/04/1971, 4 3 42 N; 104 4 18 E; Western Central Pacific Ocean, Shipek grab"
20937,"BM.1975,O488",,"BM.1975,O488, C 5, Jalanidhi, 15/04/1971, 4 3 42 N; 104 7 30 E; Western Central Pacific Ocean, Gravity corer"
20938,"BM.1975,O489",,"BM.1975,O489, G 10, Jalanidhi, 15/04/1971, 3 59 24 N; 104 2 30 E; Western Central Pacific Ocean, Shipek grab"
20939,"BM.1975,O49",,"BM.1975,O49, 113, HMS Beagle, 22/09/1974, 50 38 12 N; 0 26 51 E; Northeast Atlantic Ocean, Underway sampler"
20940,"BM.1975,O490",,"BM.1975,O490, C 6, Jalanidhi, 15/04/1971, 3 57 40 N; 104 2 30 E; Western Central Pacific Ocean, Gravity corer"
20941,"BM.1975,O491",,"BM.1975,O491, G 11, Jalanidhi, 15/04/1971, 3 55 42 N; 104 2 30 E; Western Central Pacific Ocean, Shipek grab"
20942,"BM.1975,O492",,"BM.1975,O492, G 12, Jalanidhi, 15/04/1971, 3 53 30 N; 104 2 30 E; Western Central Pacific Ocean, Shipek grab"
20943,"BM.1975,O493",,"BM.1975,O493, C 7, Jalanidhi, 15/04/1971, 3 51 18 N; 104 2 30 E; Western Central Pacific Ocean, Gravity corer"
20944,"BM.1975,O494",,"BM.1975,O494, G 13, Jalanidhi, 15/04/1971, 3 49 30 N; 104 2 30 E; Western Central Pacific Ocean, Shipek grab"
20945,"BM.1975,O495",,"BM.1975,O495, C 8, Jalanidhi, 15/04/1971, 3 45 50 N; 104 2 30 E; Western Central Pacific Ocean, Gravity corer"
20946,"BM.1975,O496",,"BM.1975,O496, G 15, Jalanidhi, 16/04/1971, 3 45 50 N; 104 0 30 E; Western Central Pacific Ocean, Shipek grab"
20947,"BM.1975,O497",,"BM.1975,O497, G 16, Jalanidhi, 16/04/1971, 3 45 50 N; 103 58 20 E; Western Central Pacific Ocean, Shipek grab"
20948,"BM.1975,O498",,"BM.1975,O498, C 17, Jalanidhi, 16/04/1971, 3 48 0 N; 103 56 40 E; Western Central Pacific Ocean, Gravity corer"
20949,"BM.1975,O499",,"BM.1975,O499, G 18, Jalanidhi, 16/04/1971, 3 49 50 N; 103 56 40 E; Western Central Pacific Ocean, Shipek grab"
20950,"BM.1975,O5",,"BM.1975,O5, 214, RRS Shackleton, /09/1972, 34 35  N; 33 15  E; Eastern Central Atlantic Ocean, Shipek grab"
20951,"BM.1975,O50",,"BM.1975,O50, 114, HMS Beagle, 22/09/1974, 50 38 18 N; 0 30 12 E; Northeast Atlantic Ocean, Underway sampler"
20952,"BM.1975,O500",,"BM.1975,O500, C 10, Jalanidhi, 16/04/1971, 3 51 50 N; 103 56 40 E; Western Central Pacific Ocean, Gravity corer"
20953,"BM.1975,O501",,"BM.1975,O501, G 19, Jalanidhi, 16/04/1971, 3 53 30 N; 103 56 40 E; Western Central Pacific Ocean, Shipek grab"
20954,"BM.1975,O502",,"BM.1975,O502, G 20, Jalanidhi, 16/04/1971, 3 55 50 N; 103 56 40 E; Western Central Pacific Ocean, Shipek grab"
20955,"BM.1975,O503",,"BM.1975,O503, G 21, Jalanidhi, 16/04/1971, 3 57 20 N; 103 54 40 E; Western Central Pacific Ocean, Shipek grab"
20956,"BM.1975,O504",,"BM.1975,O504, G 22, Jalanidhi, 16/04/1971, 3 57 20 N; 103 52 40 E; Western Central Pacific Ocean, Shipek grab"
20957,"BM.1975,O505",,"BM.1975,O505, G 23, Jalanidhi, 16/04/1971, 3 55 20 N; 103 50 40 E; Western Central Pacific Ocean, Shipek grab"
20958,"BM.1975,O506",,"BM.1975,O506, G 24, Jalanidhi, 16/04/1971, 3 53 0 N; 103 50 30 E; Western Central Pacific Ocean, Shipek grab"
20959,"BM.1975,O507",,"BM.1975,O507, C 13, Jalanidhi, 16/04/1971, 3 51 20 N; 103 50 30 E; Western Central Pacific Ocean, Gravity corer"
20960,"BM.1975,O508",,"BM.1975,O508, G 25, Jalanidhi, 16/04/1971, 3 49 28 N; 103 50 30 E; Western Central Pacific Ocean, Shipek grab"
20961,"BM.1975,O509",,"BM.1975,O509, G 26, Jalanidhi, 16/04/1971, 3 48 20 N; 103 30 5 E; Western Central Pacific Ocean, Shipek grab"
20962,"BM.1975,O51",,"BM.1975,O51, 115, HMS Beagle, 22/09/1974, 50 38 24 N; 0 31 45 E; Northeast Atlantic Ocean, Underway sampler"
20963,"BM.1975,O510",,"BM.1975,O510, C 14, Jalanidhi, 16/04/1971, 3 48 16 N; 103 47 40 E; Western Central Pacific Ocean, Gravity corer"
20964,"BM.1975,O511",,"BM.1975,O511, G 27, Jalanidhi, 16/04/1971, 3 48 16 N; 103 45 45 E; Western Central Pacific Ocean, Shipek grab"
20965,"BM.1975,O512",,"BM.1975,O512, G 28, Jalanidhi, 16/04/1971, 3 49 55 N; 103 44 40 E; Western Central Pacific Ocean, Shipek grab"
20966,"BM.1975,O513",,"BM.1975,O513, G 29, Jalanidhi, 16/04/1971, 3 53 20 N; 103 44 40 E; Western Central Pacific Ocean, Shipek grab"
20967,"BM.1975,O514",,"BM.1975,O514, G 30, Jalanidhi, 16/04/1971, 3 45 10 N; 103 45 30 E; Western Central Pacific Ocean, Shipek grab"
20968,"BM.1975,O515",,"BM.1975,O515, C 16, Jalanidhi, 16/04/1971, 3 45 10 N; 103 47 30 E; Western Central Pacific Ocean, Gravity corer"
20969,"BM.1975,O516",,"BM.1975,O516, G 31, Jalanidhi, 16/04/1971, 3 45 5 N; 103 49 30 E; Western Central Pacific Ocean, Shipek grab"
20970,"BM.1975,O517",,"BM.1975,O517, G 32, Jalanidhi, 16/04/1971, 3 45 30 N; 103 51 30 E; Western Central Pacific Ocean, Shipek grab"
20971,"BM.1975,O518",,"BM.1975,O518, G 33, Jalanidhi, 16/04/1971, 3 54 5 N; 103 55 30 E; Western Central Pacific Ocean, Shipek grab"
20972,"BM.1975,O519",,"BM.1975,O519, G 34, Jalanidhi, 17/04/1971, 3 54 20 N; 103 57 30 E; Western Central Pacific Ocean, Ship|s grab"
20973,"BM.1975,O52",,"BM.1975,O52, 116, HMS Beagle, 22/09/1974, 50 35  N; 0 38 6 E; Northeast Atlantic Ocean, Underway sampler"
20974,"BM.1975,O520",,"BM.1975,O520, C 18, Jalanidhi, 17/04/1971, 3 54 5 N; 103 59 20 E; Western Central Pacific Ocean, Gravity corer"
20975,"BM.1975,O521",,"BM.1975,O521, G 35, Jalanidhi, 17/04/1971, 3 54 5 N; 104 1 30 E; Western Central Pacific Ocean, Shipek grab"
20976,"BM.1975,O522",,"BM.1975,O522, C 19, Jalanidhi, 17/04/1971, 3 54 5 N; 104 3 30 E; Western Central Pacific Ocean, Gravity corer"
20977,"BM.1975,O523",,"BM.1975,O523, G 36, Jalanidhi, 17/04/1971, 3 52 5 N; 104 3 30 E; Western Central Pacific Ocean, Shipek grab"
20978,"BM.1975,O524",,"BM.1975,O524, G 37, Jalanidhi, 17/04/1971, 3 50 5 N; 104 3 30 E; Western Central Pacific Ocean, Shipek grab"
20979,"BM.1975,O525",,"BM.1975,O525, G 38, Jalanidhi, 17/04/1971, 3 48 50 N; 104 1 30 E; Western Central Pacific Ocean, Shipek grab"
20980,"BM.1975,O526",,"BM.1975,O526, C 21, Jalanidhi, 17/04/1971, 3 48 50 N; 103 57 30 E; Western Central Pacific Ocean, Gravity corer"
20981,"BM.1975,O527",,"BM.1975,O527, G 40, Jalanidhi, 17/04/1971, 3 48 5 N; 103 55 30 E; Western Central Pacific Ocean, Shipek grab"
20982,"BM.1975,O528",,"BM.1975,O528, G41, Jalanidhi, 17/04/1971, 3 48 30 N; 103 53 25 E; Western Central Pacific Ocean, Shipek grab"
20983,"BM.1975,O529",,"BM.1975,O529, C 22, Jalanidhi, 17/04/1971, 3 48 5 N; 103 51 25 E; Western Central Pacific Ocean, Gravity corer"
20984,"BM.1975,O53",,"BM.1975,O53, 117, HMS Beagle, 22/09/1974, 50 32 45 N; 0 19 54 E; Northeast Atlantic Ocean, Underway sampler"
20985,"BM.1975,O530",,"BM.1975,O530, G 42, Jalanidhi, 17/04/1971, 3 49 20 N; 103 47 0 E; Western Central Pacific Ocean, Shipek grab"
20986,"BM.1975,O531",,"BM.1975,O531, G 43, Jalanidhi, 17/04/1971, 3 51 10 N; 103 46 50 E; Western Central Pacific Ocean, Shipek grab"
20987,"BM.1975,O532",,"BM.1975,O532, C 61, HMS Owen, 06/05/1961, 16 26  S; 14 6  W; Southeast Atlantic Ocean, Gravity corer"
20988,"BM.1975,O533",1,"BM.1975,O533, C 62, HMS Owen, 06/05/1961, 16 26  S; 14 6  W; Southeast Atlantic Ocean, Gravity corer"
20989,"BM.1975,O534",Fragments,"BM.1975,O534, C 68, HMS Owen, 24/05/1961, 32 43  S; 13 10  W; Southeast Atlantic Ocean, Gravity corer"
20990,"BM.1975,O535",,"BM.1975,O535, 1, HMS Echo, 21/02/1972, 51 26  N; 1 24 24 E; Northeast Atlantic Ocean, One man dredge"
20991,"BM.1975,O536",,"BM.1975,O536, 2, HMS Echo, 21/02/1972, 51 26  N; 1 22  E; Northeast Atlantic Ocean, One man dredge"
20992,"BM.1975,O537",,"BM.1975,O537, 3, HMS Echo, 21/02/1972, 51 26  N; 1 22 24 E; Northeast Atlantic Ocean, One man dredge"
20993,"BM.1975,O538",,"BM.1975,O538, 4, HMS Echo, 21/02/1972, 51 27  N; 1 22 48 E; Northeast Atlantic Ocean, One man dredge"
20994,"BM.1975,O539",,"BM.1975,O539, 5, HMS Echo, 21/02/1972, 51 27  N; 1 23 18 E; Northeast Atlantic Ocean, One man dredge"
20995,"BM.1975,O54",,"BM.1975,O54, 118, HMS Beagle, 22/09/1974, 50 32 39 N; 0 18 27 E; Northeast Atlantic Ocean, Underway sampler"
20996,"BM.1975,O540",,"BM.1975,O540, 6, HMS Echo, 21/02/1972, 51 27  N; 1 24  E; Northeast Atlantic Ocean, One man dredge"
20997,"BM.1975,O541",,"BM.1975,O541, 8, HMS Echo, 22/02/1972, 51 25  N; 1 22 24 E; Northeast Atlantic Ocean, One man dredge"
20998,"BM.1975,O542",,"BM.1975,O542, 9, HMS Echo, 22/02/1972, 51 25  N; 1 23  E; Northeast Atlantic Ocean, One man dredge"
20999,"BM.1975,O543",,"BM.1975,O543, 11, HMS Echo, 24/02/1972, 51 24  N; 1 24 42 E; Northeast Atlantic Ocean, One man dredge"
21000,"BM.1975,O544",,"BM.1975,O544, 12, HMS Echo, 24/02/1972, 51 25  N; 1 23 42 E; Northeast Atlantic Ocean, One man dredge"
21001,"BM.1975,O545",,"BM.1975,O545, 13, HMS Echo, 24/02/1972, 51 25  N; 1 24 6 E; Northeast Atlantic Ocean, One man dredge"
21002,"BM.1975,O546",,"BM.1975,O546, 14, HMS Echo, 24/02/1972, 51 25  N; 1 24 36 E; Northeast Atlantic Ocean, One man dredge"
21003,"BM.1975,O547",,"BM.1975,O547, 15, HMS Echo, 24/02/1972, 51 25  N; 1 24 30 E; Northeast Atlantic Ocean, One man dredge"
21004,"BM.1975,O548",,"BM.1975,O548, 16, HMS Echo, 24/02/1972, 51 25  N; 1 24 48 E; Northeast Atlantic Ocean, One man dredge"
21005,"BM.1975,O549",,"BM.1975,O549, 17, HMS Eecho, 24/02/1972, 51 26  N; 1 24 42 E; Northeast Atlantic Ocean, One man dredge"
21006,"BM.1975,O55",,"BM.1975,O55, 119, HMS Beagle, 22/09/1974, 50 32 21 N; 0 16 42 E; Northeast Atlantic Ocean, Underway sampler"
21007,"BM.1975,O550",,"BM.1975,O550, 18, HMS Echo, 24/02/1972, 51 25  N; 1 24  E; Northeast Atlantic Ocean, One man dredge"
21008,"BM.1975,O551",,"BM.1975,O551, 19, HMS Echo, 24/02/1972, 51 25  N; 1 23 24 E; Northeast Atlantic Ocean, One man dredge"
21009,"BM.1975,O552",,"BM.1975,O552, 20, HMS Echo, 24/02/1972, 51 25  N; 1 22 48 E; Northeast Atlantic Ocean, One man dredge"
21010,"BM.1975,O553",,"BM.1975,O553, 21, HMS Echo, 24/02/1972, 51 25  N; 1 21 54 E; Northeast Atlantic Ocean, One man dredge"
21011,"BM.1975,O554",,"BM.1975,O554, 22, HMS Echo, 24/02/1972, 51 25  N; 1 21 18 E; Northeast Atlantic Ocean, One man dredge"
21012,"BM.1975,O555",,"BM.1975,O555, 23, HMS Echo, 24/02/1972, 51 25 18 N; 1 21 18 E; Northeast Atlantic Ocean, One man dredge"
21013,"BM.1975,O556",,"BM.1975,O556, 24, HMS Echo, 24/02/1972, 51 25  N; 1 21 54 E; Northeast Atlantic Ocean, One man dredge"
21014,"BM.1975,O557",,"BM.1975,O557, 25, HMS Echo, 24/02/1972, 51 25  N; 1 22 30 E; Northeast Atlantic Ocean, One man dredge"
21015,"BM.1975,O558",,"BM.1975,O558, 26, HMS Echo, 24/02/1972, 51 25  N; 1 23  E; Northeast Atlantic Ocean, One man dredge"
21016,"BM.1975,O559",,"BM.1975,O559, 27, HMS Echo, 24/02/1972, 51 25  N; 1 23 42 E; Northeast Atlantic Ocean, One man dredge"
21017,"BM.1975,O56",,"BM.1975,O56, 120, HMS Beagle, 22/09/1974, 50 31 42 N; 0 11 41 E; Northeast Atlantic Ocean, Underway sampler"
21018,"BM.1975,O560",,"BM.1975,O560, 28, HMS Echo, 24/02/1972, 51 25  N; 1 23 12 E; Northeast Atlantic Ocean, One man dredge"
21019,"BM.1975,O561",,"BM.1975,O561, 29, HMS Echo, 24/02/1972, 51 25  N; 1 23  E; Northeast Atlantic Ocean, One man dredge"
21020,"BM.1975,O562",,"BM.1975,O562, 30, HMS Echo, 24/02/1972, 51 26  N; 1 22 6 E; Northeast Atlantic Ocean, One man dredge"
21021,"BM.1975,O563",,"BM.1975,O563, 31, HMS Echo, 24/02/1972, 51 26  N; 1 22 42 E; Northeast Atlantic Ocean, One man dredge"
21022,"BM.1975,O564",,"BM.1975,O564, 32, HMS Echo, 24/02/1974, 51 26  N; 1 23 24 E; Northeast Atlantic Ocean, One man dredge"
21023,"BM.1975,O565",,"BM.1975,O565, 33, HMS Echo, 24/02/1972, 51 26  N; 1 24 12 E; Northeast Atlantic Ocean, One man dredge"
21024,"BM.1975,O566",,"BM.1975,O566, 34, HMS Echo, 24/02/1972, 51 25  N; 1 25 24 E; Northeast Atlantic Ocean, One man dredge"
21025,"BM.1975,O567",,"BM.1975,O567, 35, HMS Echo, 24/02/1972, 51 25  N; 1 26 6 E; Northeast Atlantic Ocean, One man dredge"
21026,"BM.1975,O568",,"BM.1975,O568, 36, HMS Echo, 24/02/1972, 51 25  N; 1 26 42 E; Northeast Atlantic Ocean, One man dredge"
21027,"BM.1975,O569",,"BM.1975,O569, 37, HMS Echo, 24/02/1972, 51 25  N; 1 27 24 E; Northeast Atlantic Ocean, One man dredge"
21028,"BM.1975,O57",,"BM.1975,O57, 121, HMS Beagle, 07/10/1974, 50 37 3 N; 0 13 12 E; Northeast Atlantic Ocean, Underway sampler"
21029,"BM.1975,O570",,"BM.1975,O570, 38, HMS Echo, 24/02/1972, 51 25  N; 1 28 12 E; Northeast Atlantic Ocean, One man dredge"
21030,"BM.1975,O571",,"BM.1975,O571, 39, HMS Echo, 28/02/1972, 51 26  N; 1 15  E; Northeast Atlantic Ocean, One man dredge"
21031,"BM.1975,O572",,"BM.1975,O572, 40, HMS Echo, 28/02/1972, 51 26  N; 1 14  E; Northeast Atlantic Ocean, One man dredge"
21032,"BM.1975,O573",,"BM.1975,O573, 41, HMS Echo, 28/02/1972, 51 26  N; 1 13  E; Northeast Atlantic Ocean, One man dredge"
21033,"BM.1975,O574",,"BM.1975,O574, 42, HMS Echo, 28/02/1972, 51 26  N; 1 13  E; Northeast Atlantic Ocean, One man dredge"
21034,"BM.1975,O575",,"BM.1975,O575, 43, HMS Echo, 28/02/1972, 51 26  N; 1 12  E; Northeast Atlantic Ocean, One man dredge"
21035,"BM.1975,O576",,"BM.1975,O576, 44, HMS Echo, 28/02/1972, 51 26  N; 1 13  E; Northeast Atlantic Ocean, One man dredge"
21036,"BM.1975,O577",,"BM.1975,O577, 45, HMS Echo, 28/02/1972, 51 26  N; 1 14  E; Northeast Atlantic Ocean, One man dredge"
21037,"BM.1975,O578",,"BM.1975,O578, 46, HMS Echo, 28/02/1972, 51 26  N; 1 14  E; Northeast Atlantic Ocean, One man dredge"
21038,"BM.1975,O579",,"BM.1975,O579, 47, HMS Echo, 28/02/1972, 51 25  N; 1 14  E; Northeast Atlantic Ocean, One man dredge"
21039,"BM.1975,O58",,"BM.1975,O58, 122, HMS Beagle, 07/10/1974, 50 38 23 N; 0 21 36 E; Northeast Atlantic Ocean, Underway sampler"
21040,"BM.1975,O580",,"BM.1975,O580, 48, HMS Echo, 28/02/1972, 51 25  N; 1 13  E; Northeast Atlantic Ocean, One man dredge"
