IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5466165,7165,,Globigerinella,,aequilateralis/siphonifera,,marina: one speciemen completely broken,,,0,,tow,1305,"1968,O434",18582,Oceanographer,4B,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466166,7166,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1314,"1968,O434",18582,Oceanographer,4U,03/07/67,,Icita net,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466167,7167,,Globigerinella,,aequilateralis/siphonifera,,,,,2,,tow,1334,"1968,O436",18585,Oceanographer,6B,04/07/67,,Icita net,1,-4052,50,27,,,,,5,34,0,N,83,38,0,E,5.566667,83.633333,Indian ocean
5466168,7168,,Globigerinella,,aequilateralis/siphonifera,,,,,2,,tow,1343,"1968,O437",18586,Oceanographer,7B,05/07/67,,Icita Net,1,-4025,50,27,,,,,5,26,0,N,85,37,0,E,5.43333,85.61667,Indian ocean
5466169,7169,,Globigerinella,,aequilateralis/siphonifera,,,,,9,,tow,1349,"1968,O438",18587,Oceanographer,8B & 8U,05/07/67,,Icita Net,1,-3936,50,27,,,,,5,11,0,N,88,7,0,E,5.18333,88.11667,Indian ocean
5466170,7170,,Globigerinella,,aequilateralis/siphonifera,,,,,7,,tow,1356,"1968,O439",18588,Oceanographer,9B & 9U,06/07/67,,Icita Net,1,-3295,50,27,,,,,5,4,0,N,90,22,0,E,5.067,90.36667,Indian ocean
5466171,7171,,Globigerinella,,aequilateralis/siphonifera,,,,,4,,tow,1362,"1968,O440",18589,Oceanographer,10B & 10U,06/07/67,,,1,-4406,50,27,,,,,5,7,0,N,92,45,0,E,5.11667,92.75,Indian ocean
5466172,7172,,Globigerinella,,aequilateralis/siphonifera,,,,,6,,tow,1368,"1968,O441",18590,Oceanographer,11B & 11U,11/08/67,"same as 1968,O458",Icita net,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466173,7173,,Globigerinella,,aequilateralis/siphonifera,,,,,3,,tow,1377,"1968,O443",18592,Oceanographer,13B & 13U,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466174,7174,,Globigerinella,,aequilateralis/siphonifera,,,,,5,,tow,1391,"1968,O445",18594,Oceanographer,15B & 15U,17/08/67,,Icita Net,1,-2506,50,27,,,,,16,38,0,S,113,3,0,E,-16.63333,113.05,Indian ocean
5466175,7175,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1407,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita Net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5466176,7176,,Globigerinella,,aequilateralis/siphonifera,,,,,2,,tow,1428,"1968,O450",18599,Oceanographer,20,20/08/67,,Icita Net,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5466177,7177,,Globigerinella,,aequilateralis/siphonifera,,,,,2,,tow,1434,"1968,O451",18600,Oceanographer,21,21/08/67,,,1,-431,50,27,,,,,28,13,0,S,113,17,0,E,-28.21667,113.28333,Indian ocean near coast
5466179,7179,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1450,"1968,O460",18609,Oceanographer,13-May,12/08/67,,,1,-1335,50,27,,,,,7,44,0,S,115,37,0,E,-7.73333,115.61667,Java sea
5466180,7180,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1453,"1968,O464",18613,Oceanographer,17-Sep,19/08/67,,,1,-3340,50,27,,,,,22,21,0,S,112,26,0,E,-22.35,112.43333,Indian ocean
5466181,7181,,Globigerinella,,aequilateralis/siphonifera,,,,,4,,tow,1485,"1968,O458",18607,Oceanographer,11-Mar,11/08/67,,,1,-30,50,27,,,,,6,23,0,S,112,34,0,E,-6.38333,112.56667,Java Sea
5466182,7182,,Globigerinella,,aequilateralis/siphonifera,,,,,5,,tow,1494,"1968,O456",18605,Oceanographer,03-Jan,01/07/67,"same as 1968,O433",,1,-2472,50,27,,,,,8,11,0,N,75,13,0,E,8.18333,75.21667,Indian ocean
5466183,7183,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1497,"1968,O452",18601,Oceanographer,22B & 22U,21/08/67,,,1,-866,50,27,,,,,28,22,0,S,112,59,0,E,-28.36667,112.98333,Indian ocean near coast
5466184,7184,,Globigerinella,,aequilateralis/siphonifera,,,,,3,,tow,1502,"1968,O453",18602,Oceanographer,23B & 23U,22/08/67,,Icita Net,1,-2746,50,27,,,,,28,56,0,S,113,6,0,E,-28.933333,113.1,Indian ocean
5466185,7185,,Globigerinella,,aequilateralis/siphonifera,,,,,1,,tow,1529,"1968,O465",18614,Oceanographer,18-Oct,19/08/67,,,1,-114,50,27,,,,,24,33,0,S,112,31,0,E,-24.55,112.51667,Indian ocean near coast
5466186,7186,,Globigerinella,,aequilateralis/siphonifera,,marina: one speciemen completely broken,,,0,,tow,1536,"1968,O471",18620,Oceanographer,24-16,22/08/67,,,1,-298,50,27,,,,,30,30,0,S,114,38,0,E,-30.5,114.63333,Indian ocean near coast
5466187,7187,,Globigerinella,,aequilateralis/siphonifera,,marina: one speciemen completely broken,,,0,,tow,1549,"1968,O457",18606,Oceanographer,04-Feb,03/07/67,"same as 1968,O434",,1,-2284,50,27,,,,,6,52,0,N,77,43,0,E,6.86667,77.71667,Indian ocean near coast
5466188,7188,,Globigerinella,,aequilateralis/siphonifera,,,,,6,,tow,1566,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5466197,7197,,Globigerinoides,,sacculifera,,,,,2,,tow,1527,"1968,O465",18614,Oceanographer,18-Oct,19/08/67,,,1,-114,50,27,,,,,24,33,0,S,112,31,0,E,-24.55,112.51667,Indian ocean near coast
5466198,7198,,Globigerinoides,,sacculifera,,,,,6,,tow,1552,"1968,O463",18612,Oceanographer,16-Aug,18/08/67,,,1,-1590,50,27,,,,,18,23,0,S,113,23,0,E,-18.38333,113.38333,Indian ocean
5466199,7199,,Globigerinoides,,sacculifera,,,,,25,,tow,1560,"1968,O462",18611,Oceanographer,15-Jul,17/08/67,,,1,-2506,50,27,,,,,16,39,0,S,113,3,0,E,-16.65,113.05,Indian ocean
5604390,7796,,Globigerinita,,uvula,,,,,6,,tow,1050,"1967,O375",30494,Eltanin,,May-64,"(slide is in drawer 35 blue - next to the ZF 6828 slide, which is the only other G. uvula)",Oblique plankton tow,1,-4535,0-200,,,,,,60,14,0,S,94,49,0,W,-60.233,-94.817,Atlantic ocean
